time,gFx,gFy,gFz,TgF
0.955427384,-1.0047,0.0983,0.1673,1.023
0.957364077,-1.0108,0.1058,0.1609,1.029
0.969799923,-1.0049,0.1041,0.1580,1.023
0.971694384,-1.0033,0.1053,0.1595,1.021
0.977753,-1.0052,0.1132,0.1585,1.024
0.980119307,-0.9984,0.1095,0.1567,1.017
0.985913692,-0.9903,0.1068,0.1544,1.008
0.987197846,-0.9895,0.1114,0.1529,1.007
0.996274846,-0.9886,0.1105,0.1595,1.007
0.998515307,-0.9866,0.1114,0.1639,1.006
1.010971077,-0.9883,0.1107,0.1624,1.008
1.016133615,-0.9956,0.1163,0.1570,1.015
1.017929846,-0.9952,0.1139,0.1487,1.013
1.019084077,-0.9891,0.1093,0.1487,1.006
1.026484077,-0.9874,0.1121,0.1553,1.006
1.027627077,-0.9832,0.1107,0.1660,1.003
1.036937384,-0.9854,0.1161,0.1644,1.006
1.038141615,-0.9888,0.1174,0.1609,1.009
1.048442,-0.9807,0.1151,0.1526,0.999
1.050289,-0.9849,0.1125,0.1546,1.003
1.064589384,-0.9856,0.1132,0.1536,1.004
1.066388538,-0.9825,0.1068,0.1521,1.000
1.067462461,-0.9810,0.1093,0.1548,0.999
1.068679077,-0.9912,0.1039,0.1600,1.009
1.079086153,-1.0005,0.1063,0.1572,1.018
1.081063384,-0.9952,0.1114,0.1602,1.014
1.08805823,-1.0005,0.1065,0.1673,1.020
1.089831077,-1.0042,0.1090,0.1653,1.024
1.098534,-1.0047,0.1125,0.1697,1.025
1.10072723,-1.0056,0.1154,0.1725,1.027
1.112189615,-1.0073,0.1151,0.1749,1.029
1.114169153,-1.0044,0.1142,0.1786,1.027
1.118427846,-1.0033,0.1146,0.1798,1.026
1.119739692,-1.0071,0.1193,0.1790,1.030
1.129215615,-1.0015,0.1188,0.1700,1.023
1.130666769,-0.9986,0.1183,0.1660,1.019
1.142360692,-0.9998,0.1166,0.1567,1.019
1.144032153,-0.9956,0.1191,0.1463,1.013
1.14925823,-0.9981,0.1132,0.1458,1.015
1.150521,-0.9996,0.1158,0.1443,1.017
1.163528307,-0.9975,0.1127,0.1519,1.015
