time,gFx,gFy,gFz,TgF
0.847521231,-0.9766,0.0655,0.2291,1.005
0.84904677,-0.9709,0.0660,0.2276,0.999
0.852579385,-0.9751,0.0636,0.2276,1.003
0.854081693,-0.9825,0.0727,0.2238,1.010
0.862710693,-0.9810,0.0685,0.2217,1.008
0.864459924,-0.9851,0.0694,0.2238,1.013
0.874143693,-0.9874,0.0623,0.2269,1.015
0.875593693,-0.9854,0.0585,0.2257,1.013
0.883575308,-0.9839,0.0578,0.2247,1.011
0.884625154,-0.9839,0.0582,0.2284,1.012
0.893260077,-0.9856,0.0594,0.2294,1.014
0.895175154,-0.9851,0.0665,0.2310,1.014
0.904000077,-0.9903,0.0690,0.2340,1.020
0.90499077,-0.9856,0.0716,0.2396,1.017
0.913604693,-0.9814,0.0765,0.2374,1.013
0.915150077,-0.9795,0.0758,0.2371,1.011
0.924599616,-0.9776,0.0706,0.2362,1.008
0.926546616,-0.9807,0.0751,0.2328,1.011
0.934592231,-0.9810,0.0751,0.2333,1.011
0.93550877,-0.9851,0.0731,0.2318,1.015
0.944476231,-0.9839,0.0734,0.2271,1.012
0.946091077,-0.9912,0.0727,0.2210,1.018
0.954750231,-0.9942,0.0748,0.2205,1.021
0.956527231,-0.9923,0.0706,0.2196,1.019
0.964461847,-0.9900,0.0697,0.2226,1.017
0.966436924,-0.9947,0.0743,0.2279,1.023
0.975677616,-0.9917,0.0758,0.2294,1.021
0.977531,-0.9870,0.0731,0.2320,1.017
0.984959924,-0.9868,0.0755,0.2320,1.017
0.986196924,-0.9930,0.0755,0.2340,1.023
0.994811154,-0.9876,0.0763,0.2261,1.016
0.99611177,-0.9868,0.0748,0.2201,1.014
1.009876154,-0.9859,0.0758,0.2177,1.012
1.011904154,-0.9861,0.0743,0.2173,1.013
1.01538677,-0.9905,0.0748,0.2230,1.018
1.016403154,-0.9849,0.0753,0.2271,1.014
1.027581308,-0.9793,0.0770,0.2273,1.008
1.029245693,-0.9844,0.0731,0.2315,1.014
1.03613077,-0.9842,0.0729,0.2308,1.014
1.037332462,-0.9842,0.0746,0.2333,1.014
1.046198924,-0.9837,0.0716,0.2366,1.014
1.047781924,-0.9805,0.0729,0.2379,1.012
1.057678924,-0.9795,0.0714,0.2362,1.010
1.058866308,-0.9835,0.0716,0.2354,1.014
1.067267308,-0.9930,0.0731,0.2335,1.023
1.068323847,-0.9835,0.0751,0.2310,1.013
1.076692847,-0.9798,0.0731,0.2318,1.009
1.078382077,-0.9849,0.0765,0.2291,1.014
1.087544154,-0.9844,0.0770,0.2310,1.014
1.088833,-0.9788,0.0741,0.2333,1.009
1.097025154,-0.9749,0.0802,0.2308,1.005
1.098146385,-0.9781,0.0746,0.2298,1.007
1.111329693,-0.9827,0.0797,0.2208,1.010
1.112831154,-0.9812,0.0790,0.2226,1.009
1.118012616,-0.9783,0.0765,0.2264,1.007
1.119214539,-0.9814,0.0819,0.2213,1.009
1.128015308,-0.9839,0.0821,0.2171,1.011
1.130028154,-0.9876,0.0832,0.2271,1.017
1.138862077,-0.9854,0.0853,0.2313,1.016
1.140133616,-0.9859,0.0851,0.2399,1.018
1.148396077,-0.9870,0.0902,0.2435,1.021
1.150147693,-0.9898,0.0841,0.2443,1.023
1.160307308,-0.9905,0.0792,0.2396,1.022
1.161778539,-0.9825,0.0687,0.2423,1.014
1.168495231,-0.9800,0.0562,0.2335,1.009
1.169962924,-0.9805,0.0548,0.2286,1.008
1.178990462,-0.9881,0.0685,0.2226,1.015
1.180503462,-0.9891,0.0734,0.2152,1.015
1.191101077,-0.9879,0.0734,0.2166,1.014
1.192481539,-0.9822,0.0711,0.2266,1.011
1.199382308,-0.9839,0.0790,0.2303,1.014
1.200547385,-0.9859,0.0760,0.2306,1.015
1.209489847,-0.9895,0.0763,0.2306,1.019
1.210931847,-0.9863,0.0741,0.2259,1.015
1.220006385,-0.9870,0.0783,0.2291,1.016
1.221086462,-0.9847,0.0804,0.2294,1.014
1.229608385,-0.9790,0.0807,0.2286,1.009
1.230641693,-0.9888,0.0802,0.2354,1.020
1.24559977,-0.9868,0.0795,0.2394,1.019
1.246992308,-0.9895,0.0787,0.2342,1.020
1.250890077,-0.9876,0.0734,0.2289,1.016
1.251825154,-0.9905,0.0773,0.2210,1.018
1.260815154,-0.9891,0.0790,0.2189,1.016
1.262450462,-0.9932,0.0760,0.2273,1.022
1.270761077,-0.9905,0.0736,0.2259,1.019
1.272126154,-0.9930,0.0727,0.2252,1.021
1.280881154,-0.9910,0.0758,0.2284,1.020
1.282997693,-0.9859,0.0763,0.2235,1.014
1.293277616,-0.9851,0.0716,0.2294,1.014
1.295013616,-0.9851,0.0711,0.2315,1.014
1.301606385,-0.9839,0.0739,0.2279,1.013
1.302688616,-0.9835,0.0739,0.2233,1.011
1.31160177,-0.9822,0.0711,0.2266,1.011
1.312980308,-0.9825,0.0785,0.2286,1.012
1.321767847,-0.9798,0.0770,0.2247,1.008
1.323141924,-0.9770,0.0743,0.2233,1.005
